OBJECTID,KBIF ID,Facility Name,Facility Street Address,City Name,State,Zip Code ,County Name,Area Development District,NAICS Code,Building Sq Footage,Number of Employees,Average Trucks per Day,Truck Bays,Average Trains Week,Facility Length of Rail,Number of Rail Doors,Prior CHAF ID,Completed CHAF ID,Existing CHAF ID,Intermodal Connector Needs,Comments,Meets Criteria,Area Development District Name,County Number,District Number,District Name,RT Unique,Road Name,Route Prefix,Route Suffix,Route Label,Update Indicator,GUID_Str,End Active Date,GlobalID,last_edited_date,created_user,created_date,last_edited_user,MP,RT_NUMBER,x,y
1195,7023,Applegate Insulation LLC,1925 State Route 1241,Hickory,KY,42051-9055,Graves,PUADD,322299,40000,20,2,9,0,0,0, , , , ,Estimate,YES,PURCHASE ADD,42,1,Paducah,,,,,,2,9C81C9D7-D06D-428F-9523-9CD141345A94,,92d7ecda-7455-430e-ad8d-d7a3a85dcd95,6/26/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9868276.2996,4414028.6252
1196,0,Distribution Center,Capstone Dr,Lexington,KY,40511,Fayette,BGADD, ,81207,0,0,0,0,0,0, , , , ,NEW FEATURE; BGADD NEEDS TO SURVEY,YES,BLUEGRASS ADD,34,7,Lexington,,,,,,2,100DFBCA-F40F-496D-99D6-9CDA93741D89,,65a288d5-aec4-42f1-a302-02da07004ee1,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9408222.3527,4592196.2709
1197,600331205,AquiSense Technologies LLC,4400 Olympic Blvd,Erlanger,KY,41018-,Kenton,NKADD,325199,45000,15,20,10,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,2C4586FE-4200-475D-9A2A-9CEE7B6779B2,,f79e4233-d980-41ab-bc3c-f4765cefbde0,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9419859.7489,4728019.2952
1198,13640,Coretrans,603 Kit Cowan Rd,Somerset,KY,42501-3021,Pulaski,LCADD,484121,20000,178,10,5,0,0,0, , , , ,MOVED FEATURE  ESTIMATED NUMBER OF TRUCKS,YES,LAKE CUMBERLAND ADD,100,8,Somerset,,,,,,2,46E0595C-2DCB-4B50-B9D5-9D5B787C176C,,bd09ee1d-8985-447a-ac19-2506b9b67f04,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9419702.9494,4445776.7226
1199,237307900,Kare Mobile,901 South 15th Street,Louisville,KY,40210,Jefferson,KIPDA,621210,108000,20,12,6,0,0,0, , , , ,2024 UPDATE NAME NAICS TRUCK BAYS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,BD5E8FF8-0231-4332-801E-9D5EE43E1C07,,7633f471-dd1b-4d0e-bae5-e99210fa53d9,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9548613.2284,4613909.1416
1200,2598,Winchester Farms Dairy,675 Rolling Hills Ln,Winchester,KY,40391-8102,Clark,BGADD,"311511, 311999",130000,182,48,24,0,0,0, , , , ,"BLDG_SQ_FT, ATD EST",YES,BLUEGRASS ADD,25,7,Lexington,,,,,,2,F8FDB39F-401A-4591-A5B7-9D7C188A5B50,,6a774ce3-f1bb-4c8b-804f-8016345bc761,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9370871.8622,4581160.5969
1201,1217,PMC Organometallix Inc,2316 Highland Ave,Carrollton,KY,41008-9602,Carroll,NKADD,"325180, 325199, 325320, 325998",300000,180,0,0,0,2100,0, , , , ,Unable to get info from company,YES,NORTHERN KENTUCKY ADD,21,6,Covington,,,,,,2,6667EDE4-0341-4012-9DDC-9DA346A8381B,,771b6151-e84c-474d-b793-015e0c545f52,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9478308.3892,4677160.3547
1202,2393,Warner Fertilizer Co Inc,1405 Hwy 2227,Somerset,KY,42503-5598,Pulaski,LCADD,325314,60000,17,10,1,1,950,0, , , , , ,YES,LAKE CUMBERLAND ADD,100,8,Somerset,,,,,,2,3759162D-C91B-4B29-9DF1-9DABC9D762CC,,524f5187-9614-499b-be82-4747ecfb2468,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9420868.4809,4456067.7928
1203,529513105,Generation Tux,11000 Electron Drive,Louisville,KY,40299,Jefferson,KIPDA,"448140, 454113, 493110",229000,70,90,45,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,091103EB-6ABF-4DD1-8A19-9DF2D0417DCA,,870b40c9-837b-43d7-b7d3-bfa0b59d3c95,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9523859.7251,4607662.0721
1204,0,Creative Packaging Company,175 McDaniels Road,Shelbyville,KY,40065,Shelby,KIPDA,"32211, 322220, 326140",107800,140,20,10,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,106,5,Louisville,,,,,,2,5464FDBA-D42D-4682-B08F-9E084D602F0C,,03e5c2d1-092c-44db-8aa6-f2e60111ecb3,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9490889.4352,4608500.4068
1205,570,EVINE,4811 Nashville Road,Bowling Green,KY,42101,Warren,BRADD,"454111, 454113, 493110, 561422",270000,584,0,27,0,0,0, , , , ,UPDATED TRUCK BAYS,YES,BARREN RIVER ADD,114,3,Bowling Green,,,,,,2,E05B440B-926C-49D4-923F-9E20059ECE2A,,752a95f0-d6c3-4dd6-b11b-d77f9abb0e32,7/20/2022 12:00:00 AM,,,EMILY.BARTEE,,,-9627726.3628,4430527.4063
1206,7315,T.RAD North America Inc,750 Frank Yost Ln,Hopkinsville,KY,42241-2300,Christian,PEADD,"331318, 333414",200000,780,40,20,0,0,0, , , , ,Left message with Co. No call back.  Trucks are estimates.,YES,PENNYRILE ADD,24,2,Madisonville,,,,,,2,B997E172-B9A9-447A-8527-9E47C30FBB7C,,53b30a8f-9637-4d6f-b8a7-cb231277639a,6/18/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9728522.5104,4411246.0855
1207,0,KCC Manufacturing, 2621 Technology Drive,Louisville,KY,40299,Jefferson,KIPDA, 332322,224900,0,102,51,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,25DD947A-B9BC-40F7-984C-9E4A87C89871,,7f79d3f9-841d-4069-bb2a-3843bc5e36eb,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9522888.6471,4608755.8556
1208,2851,Papercone Corporation,3200 Fern Valley Rd,Louisville,KY,40213-3526,Jefferson,KIPDA,322230,215000,115,28,14,0,0,0,, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,9091E4CB-7FBF-4DE5-87F9-9E53ED01C1A8,,8f64ba31-a8c3-4e7e-9ff5-9f679043ee41,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9540764.2495,4601526.003
1209,197,AppHarvest,500 Appalachian Way,Morehead,KY,40351-8491,Rowan,GWADD,111211,2963177,250,20,4,0,0,0, , , , ,Estimated Trucks/Day at 60 Acre Industrial Greenhouse,YES,GATEWAY ADD,103,9,Flemingsburg,,,,,,2,A56CE526-5CAA-4127-9EC2-9E8A8E9A18C1,,015d8983-fc23-44e8-a13f-fe1e34e110e9,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9301331.8255,4609156.3545
1210,0,Multiple: WasteQuip; TENCO; Big Rapids Products; KDMK Wharehouse,200 Oak Grove Dr,Mount Sterling,KY,40353,Montgomery,GWADD, ,31000,0,42,21,0,0,0, , , , ,Estimated Trucks/Day,YES,GATEWAY ADD,87,7,Lexington,,,,,,2,B2C7AEA4-E9F3-4F9A-8F6C-9E8F869064C4,,7d7a1362-96c7-4d6a-b0d7-c6a6b125bbcd,6/30/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9340155.157,4593613.2397
1211,6123,Greenheck Fan Corp,1020 Hoover Blvd,Frankfort,KY,40601-9791,Franklin,BGADD,"332322, 333413",80000,275,16,8,0,0,0, , , , ,"LOCATED FEATURE; EMPLYMT, ATD EST",YES,BLUEGRASS ADD,37,5,Louisville,,,,,,2,9E158420-BC44-4FB0-9593-9ECDD9CB41B0,,c1e7c1d6-7e06-411c-aa16-2716bc90aa77,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9440885.2785,4602563.549
1212,0,1Vision,2001 Papa Johns Boulevard,Louisville,KY,40299,Jefferson,KIPDA,541512,35000,50,20,10,0,0,0, , , , ,2024 UPDATE NAME EMPLYMT,YES,KIPDA ADD,56,5,Louisville,,,,,,2,99305288-0B53-4DEE-9BE3-9ED76E0DB786,,1bc8c027-40b3-4e7e-899c-8708a1da5a07,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9521214.4221,4609567.544
1213,2442,Ford Motor Company KTP,3001 Chamberlain Ln,Louisville,KY,40241-1985,Jefferson,KIPDA,336112,6100000,8000,144,72,0,0,0,IP20080214, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,CCAEC492-2893-4E0C-8BE7-9EE89C5649C8,,aec3d7cd-8a53-411b-882d-2b297d12ea63,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9521373.8695,4620854.3762
1214,0,SME Warehouse,1499 Jamike Ave,Erlanger,KY,41018,Boone,NKADD,453998,80000,5,20,9,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,60049F59-B419-4742-A145-9F13BAF7B88C,,60bacd91-3c17-4120-b05c-7a4c0c300531,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421246.9139,4728025.6611
1215,0,Ryder Logistics,1543 Resource Dr,Burlington,KY,41005,Boone,NKADD, ,9500,40,30,18,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,671E2BC3-59DF-4DD3-9647-9FB446446B72,,5d0a705a-e2bc-4a06-9029-4d1a2dd47574,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9427087.0881,4725725.9528
1216,195010603,CVG1 - Amazon.com.kydc.LLC,1155 Worldwide Blvd,Hebron,KY,41048-,Boone,NKADD,"443142, 454111, 454113, 493110, 541519",484000,1000,60,52,0,0,0, , , , ,MOVED FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,CA9E67CC-8CEE-4F7C-B267-9FC5A0B7E3B5,,20af64a8-03e1-4c7c-8a5c-6370b6c522f4,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9430270.7742,4733806.3138
1217,0,Fry Fastening Systems,1390 Donaldson Hwy,Erlanger,KY,41018,Boone,NKADD,423840,25000,0,12,6,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,9D1A3910-09BE-4992-BE65-9FF79A42CD7A,,cc186c2f-c355-4a02-bf72-3613d369899b,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421443.1462,4727313.4458
1218,404215301,Prep Sportswear,7100 Intermodel Drive,Louisville,KY,40258,Jefferson,KIPDA,493110,213300,30,72,36,0,0,0,, , , ,MOVED FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,00CBCBDE-334D-4D12-A79B-A00BE86960E1,,7efe5db9-3f57-4799-9892-38812ec4628d,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9560855.5531,4601444.4823
1219,14047,Wolf Steel USA Inc,103 Miller Drive,Crittenden,KY,41030-7580,Grant,NKADD,"333414, 493110",188000,82,16,8,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,41,6,Covington,,,,,,2,CDA4C269-22F4-4CBF-B5F0-A051DA775B44,,8f401766-9eaa-4e0a-b711-5154e672971d,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9417732.0272,4691165.3043
1220,460422620,Hydra Warehouse of Louisville Inc,7251 Logistics Drive,Louisville,KY,40258,Jefferson,KIPDA,"484121, 493110",375000,38,0,0,0,0,0,, , , ,KIPDA NEEDS TO SURVEY AND POPULATE ALL ATTRIBUTES,YES,KIPDA ADD,56,5,Louisville,,,,,,2,77F2DAC6-D082-416E-9B1F-A075458DB1AE,,7f1e6d65-b3de-467b-a2c3-a07595b3eb66,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9560628.5405,4603489.2402
1221,0,Standard Textile,2960 Riverview Dr,Hebron,KY,41048,Boone,NKADD,42,157500,0,12,11,0,0,0, , , , ,MULTIPLE TENNANTS,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,12DAE259-6077-4A1F-998E-A077E89F4DF0,,c24ca6e1-d839-4f01-9606-a60da25fab94,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9423146.6768,4732274.616
1222,0,"Quantell Subaru, WT YOUNG STORAGE",2225 YOUNG DRIVE,Lexington,KY,40505,Fayette,BGADD, ,538211,0,0,0,0,0,0, , , , ,NEW FEATURE; BGADD NEEDS TO SURVEY,YES,BLUEGRASS ADD,34,7,Lexington,,,,,,2,5F2133D3-EF5A-47AD-BCCC-A092AE7DA5B9,,82ffddd6-6f22-48da-a827-943955d046f7,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9401587.4968,4583213.9327
1223,3066,Ferrara Candy Company,2287 Ralph Ave,Louisville,KY,40216-5089,Jefferson,KIPDA,311821,219473,444,22,11,0,0,0,, , , ,UPDATED NAME,YES,KIPDA ADD,56,5,Louisville,,,,,,2,F0BE11AB-EEC2-42FA-8452-A0A72A26AB2B,,ce3e28aa-f8ca-41cb-b76d-bbdc7265b0cf,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9551648.5867,4608685.3192
1224,0,Prairie Farms Dairy Inc, 2200 Walrich Drive,Louisville,KY,40211,Jefferson,KIPDA,484122,7500,0,24,12,0,0,0,, , , ,UPDATED NAME,YES,KIPDA ADD,56,5,Louisville,,,,,,2,BBE5EA14-BCC2-4A37-A7DF-A0C74F392F13,,cc0c9cfb-2b7e-4c92-b00c-2131c351aa8b,7/11/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9553298.1568,4610615.0575
1225,552109400,Pizza Wholesale of Lexington Inc,110 Cleveland Drive,Paris,KY,40361-,Bourbon,BGADD,"424410, 493110",25000,160,20,10,0,0,0, , , , ,ATD EST,YES,BLUEGRASS ADD,9,7,Lexington,,,,,,2,48ECC82C-0FC3-4D89-84C4-A0CD4A7A2202,,11468722-a8a7-48d4-8101-6789f28c647d,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9382530.2127,4610118.9524
1226,5207,Precision Metal Works,6901 Preston Hwy,Louisville,KY,40219-1809,Jefferson,KIPDA,"332119, 333517",130000,208,18,9,0,0,0,IP20210151, , , , ,YES,KIPDA ADD,56,5,Louisville,,,,,,2,55BD0D61-4AD5-42D6-81E3-A0D2E702D4F1,,5e4f1aea-97f8-49c8-8ab4-096699e52945,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9539227.8648,4600842.333
1227,1362,Eminence Speaker LLC,838 Mulberry Pike,Eminence,KY,40019-0360,Henry,KIPDA,334310,83995,121,12,7,0,0,0,, , , , ,YES,KIPDA ADD,52,5,Louisville,,,,,,2,BEA567B6-59B5-4271-8BB9-A10729D9AF07,,42f49bfb-aa1d-41bc-89b5-7b6c0119d7b4,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9480589.6078,4630314.7501
1228,492713101,Sonoco Protective Solutions,255 Hudson Blvd,Shelbyville,KY,40065,Shelby,KIPDA,"326112, 326150",125000,68,20,10,0,0,0,, , , ,LOCATED FEATURE,YES,KIPDA ADD,106,5,Louisville,,,,,,2,CA2AC513-51A1-49AC-9C84-A116F3683D87,,bfb9aa8d-71a9-4e58-a3c8-6ac92daff0af,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9484194.0049,4611293.1861
1229,477423900,R.E. Michael Company,3904 Produce Road #102,Louisville,KY,40218,Jefferson,KIPDA,424460,54000,10,12,6,0,0,0,, , , ,NEW FEATURE (TRUCK BAYS AND TRUCKS PER DAY SPLIT),YES,KIPDA ADD,56,5,Louisville,,,,,,2,8B131E05-610D-4E6C-84F1-A11F0EB2BE59,,06844cb5-c82a-47c7-900e-f4ef25d1cc9e,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9538506.5497,4605119.408
1230,0,Stagnaro Distributing,1600 Dolwick Dr,Erlanger,KY,41018,Boone,NKADD,424810,97000,100,20,10,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,830CC672-86DD-4BCF-9791-A1271A5B165E,,18c8f50c-4af5-4e6f-82ba-7ce281e325e0,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9420037.3691,4729429.674
1231,569113103,TWB LLC,119 Carroll Knicely Drive,Glasgow,KY,42141-,Barren,BRADD,336370,100768,14,0,5,0,0,0, , , , ,MOVED FEATURE,YES,BARREN RIVER ADD,5,3,Bowling Green,,,,,,2,3824EF4F-5FD9-40F2-AD86-A134260A2D8C,,69c3bfba-b690-4588-a24d-003a6112f1c2,6/2/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9569110.9554,4441838.0544
1232,0,Central Transport,633 Bizzell Dr,Lexington,KY,40510,Fayette,BGADD, ,24121,0,60,30,0,0,0, , , , ,NEW FEATURE; ADT EST,YES,BLUEGRASS ADD,34,7,Lexington,,,,,,2,A304BFE4-5471-4F92-A503-A13E9050034E,,a10f1791-2693-4a98-8d89-186f1e6fdc93,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9411124.9906,4588685.1208
1233,392407902,Shiloh Industries Inc,310 Jody Richards Drive,Bowling Green,KY,42101-,Warren,BRADD,336370,84156,66,0,5,0,0,0, , , , , ,YES,BARREN RIVER ADD,114,3,Bowling Green,,,,,,2,37BA62A4-24D5-4FD7-8287-A15BFF4995B5,,c647b264-6591-4df4-ba87-aca0fbce1e21,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9608746.8047,4444123.0597
1234,9532,EnovaPremier of Kentucky LLC,160 Cleveland Drive,Paris,KY,40361-,Bourbon,BGADD,336390,73156,105,70,35,0,0,0, , , , ,MOVED FEATURE; ATD EST,YES,BLUEGRASS ADD,9,7,Lexington,,,,,,2,0CB2CE1C-1AD6-4980-BC99-A19C197C8445,,6f44338e-28ff-47d6-95d6-c4b03f106a3b,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9382557.704,4609740.9271
1235,0,SITEX Corporation, 8001 Vine Crest Avenue,Louisville,KY,40222,Jefferson,KIPDA,"51114, 812332",20000,126,16,8,0,0,0,, , , ,NEW FEATURE,YES,KIPDA ADD,56,5,Louisville,,,,,,2,B5E74A99-F6B0-4EAC-A10B-A1D301F6E266,,67846751-e4f9-4c57-a5ec-7547f2fe4c41,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9530065.6978,4616333.579
1236,0,Holland Roofing,7450 Industrial Rd,Florence,KY, ,Boone,NKADD,23,32000,0,7,7,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,37B47546-FEC4-466A-88FF-A213865B0D81,,f9a30bbb-4d9e-4fb3-ab6c-726a8e32bf71,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9421261.9098,4719168.8447
1237,6389,Berry Global Inc.,360 Southwood Ct,Bowling Green,KY,42101-7513,Warren,BRADD,326199,180275,145,0,7,0,1068,1, , , , ,MOVED FEATURE,YES,BARREN RIVER ADD,114,3,Bowling Green,,,,,,2,BA17D60A-7A6C-4220-8FF9-A217E4EDA2DD,,3a1065ae-fc15-4bcf-91f1-607f0a02029c,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9628357.2047,4430222.5265
1238,4483,Infiltrator Water Technologies,1315 Enterprise Dr,Winchester,KY,40391-9668,Clark,BGADD,326199,130000,275,12,6,0,0,0, , , , ,"BLDG_SQ_FT, EMPLYMT, ATD EST",YES,BLUEGRASS ADD,25,7,Lexington,,,,,,2,3FDA9BF5-5015-4BE7-AF8B-A28A52E8C93A,,354f70a4-892f-4ff8-acb9-f0d350f734ff,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9371749.1896,4581845.6619
1239,5532,Auto Fastener Group,200 Homan Drive,Cold Spring,KY,41076-,Campbell,NKADD,331353,175000,25,32,16,0,0,0, , , , ,LOCATED FEATURE,YES,NORTHERN KENTUCKY ADD,19,6,Covington,,,,,,2,E5D3A3A5-A003-4C2F-A583-A293FC2729D4,,689494b7-7fd8-439f-b14e-8533e2e1ac5e,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9400023.5335,4725542.1821
1240,6518,Keystone Foods - Kentucky Division LLC,2294 KY Hwy 90 W,Albany,KY,42602-9328,Clinton,LCADD,311615,260000,1170,125,9,0,0,0, , , , ,MOVED FEATURE,YES,LAKE CUMBERLAND ADD,27,8,Somerset,,,,,,2,3C968517-FEF4-40A7-8B01-A2AEC3542439,,9bcbadc1-0ffb-42e9-b317-55a48ceed301,6/29/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9482173.5159,4405526.2819
1241,0,Gap Clearence Center,2050 Global Way,Hebron,KY,41048,Boone,NKADD,448150,160000,75,50,26,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,D214D223-FAF5-437F-B2CD-A2B19B961727,,38577719-2cb1-4fa7-bbc4-bbf069487f90,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9430414.6187,4734553.8194
1242,0,Mazak Corp,8025 Production Dr,Independence,KY, ,Kenton,NKADD,31,800000,0,7,11,0,0,0, , , , , ,YES,NORTHERN KENTUCKY ADD,59,6,Covington,,,,,,2,43C35192-21CC-48BA-BB7C-A3392F25C3C6,,641ae87d-e6f2-458f-9914-8fb0fe9d6d97,9/1/2023 12:00:00 AM,,,EMILY.BARTEE,,,-9417834.0837,4718237.5817
1243,0,Interstar Fleet Services,7575 Empire Dr,Florence,KY,41042,Boone,NKADD,488410,181000,20,40,37,0,0,0, , , , ,NEW FEATURE,YES,NORTHERN KENTUCKY ADD,8,6,Covington,,,,,,2,2E588F1E-3FE2-40FC-9F7E-A33A3535D13C,,6df99915-27cc-463a-b2eb-f19f4a2d4524,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9421261.552,4717686.7893
1244,554,UPS,8100 Air Commerce Drive,Louisville,KY,40219,Jefferson,KIPDA,"492110, 492210",1162500,788,140,70,0,0,0, , , , ,2024 UPDATE STREET,YES,KIPDA ADD,56,5,Louisville,,,,,,2,A7586D29-0935-4FD1-80A9-A3696ADEE86E,,d50009a8-b3b2-442c-b4e6-41a5348d0434,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9542311.7956,4597340.4205
1245,0,SERVICE FIRST WAREHOUSE DISTRIBUTION,907 PTERSON DR,ELIZABETHTOWN,KY,42701,Hardin,LTADD, ,150000,0,0,0,0,0,0, , , , ,This is the Elizabethtown Industrial Foundation. LTADD NEEDS TO SURVEY,YES,LINCOLN TRAIL ADD,47,4,Elizabethtown,,,,,,2,E4C34CAE-1CD5-4C7B-9516-A36A31E8D908,,b5cceb30-2b21-4c7c-98eb-cc59928eeccb,8/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9563931.1,4535160.7
1246,450013103,Lentus LLC,2540 S Dixie Highway,Elizabethtown,KY,42701-,Hardin,LTADD,493110,210000,84,3,4,0,0,0, , , , ,MOVED FEATURE. This is not Lentus. This is Hardec's Distribution. The data provided is for Hardec's.,YES,LINCOLN TRAIL ADD,47,4,Elizabethtown,,,,,,2,4C97AC8E-BD0E-46FA-96BB-A3737E04C483,,99a22028-55e0-4e74-9350-62847640bd51,6/11/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9556439.2999,4531155.6
1247,3725,NSG-Pilkington NA,102 Industry Drive,Versailles,KY,40383-1547,Woodford,BGADD,327215,450000,300,14,7,0,0,0, , , , ,"MOVED FEATURE, ATD EST",YES,BLUEGRASS ADD,120,7,Lexington,,,,,,2,3F173E03-E28D-4B18-9117-A3863DDC25E4,,0868444c-6260-4723-b6ca-2d6e0b57bec5,6/30/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9431039.2659,4588260.193
1248,5963,S'portable Scoreboards Inc,106 Max Hurt Dr,Murray,KY,42071-7847,Calloway,PUADD,339950,30000,45,1,5,0,0,0, , , , ,None,YES,PURCHASE ADD,18,1,Paducah,,,,,,2,5D9D3EE3-7B57-463F-84ED-A39411E11933,,6287702a-8a4c-413b-b57f-516d37fc7337,6/23/2020 12:00:00 AM,,,EMILY.BARTEE,,,-9829422.8126,4391750.5379
1249,0,"Blue Grass Cooperage, Pace Air Freight, C&H Audio, etc.","4850 Crittenden Drive, 403 MacLean Ave",Louisville,KY,40209,Jefferson,KIPDA,"321999, 488510",181000,0,50,25,0,0,0, , , , ,2024 UPDATE NAME NAICS,YES,KIPDA ADD,56,5,Louisville,,,,,,2,8DF4FB3A-BCCF-48F6-86FE-A3A56E2EE4AE,,1d0c8eef-757a-4352-ba15-b2c359fda185,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9545795.2711,4604389.2522
1250,3984,Firestone Industrial Products,1 Firestone Blvd,Williamsburg,KY,40769-9340,Whitley,CVADD,336390,365000,400,28,14,0,0,0, , , , ,UPDATED 6/30/2020,YES,CUMBERLAND VALLEY ADD,118,11,Manchester,,,,,,2,CBA66EBD-3C92-4AB9-9CEB-A3AD1BEB4402,,0f0344c7-a5ad-4b26-81ef-8a60d46461da,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9368631.3976,4400463.6518
1251,14197,UPS,6714 Grade Lane,Louisville,KY,40213,Jefferson,KIPDA,488190,124000,31,18,9,0,0,0,IP20080240, , , ,SQ FT UPDATED,YES,KIPDA ADD,56,5,Louisville,,,,,,2,8D534962-2DDD-44D2-96AB-A3BC94428A0E,,107f1e17-9ac3-42f5-856f-805d760d77ef,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9544315.2016,4600690.0595
1252,262118100,Konica Minolta Business Solutions,"420 International Blvd, Ste 100",Brooks,KY,40109,Bullitt,KIPDA,493110,305000,60,40,20,0,0,0, , , , ,2024 UPDATE NAME STREET,YES,KIPDA ADD,15,5,Louisville,,,,,,2,0D141C72-8EFC-4D60-AA28-A3C7DBFF48E6,,e6be8210-b69a-46ff-b22d-e97d73443747,6/30/2024 12:00:00 AM,,,EMILY.BARTEE,,,-9540713.5401,4587492.0155
1253,7313,Summit Polymers Inc,2201 W Park Rd,Elizabethtown,KY,42701,Hardin,LTADD,"326199, 336360",105000,225,20,10,0,1100,0, , , , ,MOVED FEATURE. Unable to contact facility. Left multiple messages at two different shipping extensions. No call back. Trucks per day data is an estimate.,YES,LINCOLN TRAIL ADD,47,4,Elizabethtown,,,,,,2,DCBD7AFE-AFC8-4C85-9CAA-A3DA52F5EDEE,,4d2d7de6-a535-400c-b67b-e1fbf7b9b1b0,9/8/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9564908.0001,4534896.9
1254,600531200,Eby-Brown Company LLC,439 Park Loop Road,Shepherdsville,KY,40165,Bullitt,KIPDA,493110,3010402,360,80,40,0,0,0,, , , ,LOCATED FEATURE,YES,KIPDA ADD,15,5,Louisville,,,,,,2,66CFD1F8-53A4-42DB-841B-A45B6CDB252D,,d2987858-e9aa-4e6e-9a95-6ac5f5116b91,7/21/2021 12:00:00 AM,,,EMILY.BARTEE,,,-9536370.578,4575937.072
